transaction_id,invoice_number,transaction_date,transaction_time,transaction_status,store_id,store_name,store_location,store_type,store_size_sqm,district_id,district_name,postal_code,customer_id,customer_name,customer_email,customer_loyalty_status,product_id,product_name,product_category,product_subcategory,product_brand,product_department,supplier_id,supplier_name,quantity,unit_price,base_price,discount_rate,discount_applied,total_amount,tax_rate,tax_amount,payment_method,sales_staff_id,sales_staff_name,promotion_id,promotion_name
df496ca9-1433-4710-802a-d240f8e687ee,INV-55077,2025-01-04,00:44:06,Completed,1,OEZ München,Hanauer Str. 68,Shopping Center,56000,10,Moosach,80992,18.0,Alex Weber,alex.weber@gmail.com,Platin,8,Nivea Audio 2,Electronics,Audio,Nivea,Electronics,3,Global Imports Ltd.,1,124.72,124.72,0.0,False,124.72,0.19,23.7,Gutschein,4,Mitarbeiter 4,,
726449c5-aeaf-472d-a477-4dcdb6a194ad,INV-19752,2025-02-26,16:37:30,Completed,2,Riem Arcaden,Willy-Brandt-Platz 5,Shopping Center,70000,5,Au-Haidhausen,81667,28.0,Kai Weber,kai.weber88@gmx.de,Gold,33,H&M Delicatessen 1,Food,Delicatessen,H&M,Food & Beverage,2,EuroDistribution AG,1,60.4,67.87,0.11,True,60.4,0.19,11.48,Mobile Zahlung,7,Mitarbeiter 7,,
34623c42-aaac-4510-8a8e-72ec005295db,INV-98014,2025-03-17,16:35:45,Completed,6,Imaginary Store,Nowhere St. 123,Outlet,-500,99,Unknown,00000,,,,,37,Puma Bakery 1,Food,Bakery,Puma,Food & Beverage,3,Global Imports Ltd.,2,218.72,218.72,0.0,False,437.44,0.19,83.11,Mobile Zahlung,10,Mitarbeiter 10,,
09a7039e-c66a-4ee2-80f6-0ffd82155b29,INV-11442,2025-04-09,02:25:26,Returned,5,Fünf Höfe,Theatinerstraße 15,Luxury Mall,17500,1,Altstadt-Lehel,80331,,,,,15,Copy of H&M Footwear 1,Clothing,Footwear,H&M,Fashion,1,DW GmbH,2,186.41,216.75,0.14,True,372.82,0.19,70.84,Gutschein,8,Mitarbeiter 8,3.0,Promotion 3
579eba9d-ad78-44b5-8b91-b73e92cd1630,INV-18427,2024-12-10,12:25:31,Completed,1,OEZ München,Hanauer Str. 68,Shopping Center,56000,10,Moosach,80992,,,,,42,Siemens Gifts 2,Miscellaneous,Gifts,Siemens,,3,Global Imports Ltd.,5,276.06,276.06,0.0,,1380.3,0.19,262.26,EC-Karte,1,Mitarbeiter 1,,
cee684c6-d1e0-4b0f-be3c-6924bb10be4d,INV-86108,2024-11-03,16:20:57,Completed,6,Imaginary Store,Nowhere St. 123,Outlet,-500,99,Unknown,00000,,,,,34,Zara Delicatessen 2,Food,Delicatessen,Zara,Food & Beverage,1,Deutsche Waren GmbH,2,111.82,111.82,0.0,False,223.64,0.19,42.49,EC-Karte,7,Mitarbeiter 7,,
cb0b349c-3c52-4e0d-a226-afc3423404b9,INV-24093,2025-02-08,13:49:12,Completed,4,Hofstatt München,Sendlinger Straße 10,City Center,15500,1,Altstadt-Lehel,80331,8.0,Robin Schneider,,Silber,18,Miele Kitchen 2,Home,Kitchen,Miele,Home & Living,1,DW GmbH,1,145.43,145.43,0.0,False,145.43,0.19,27.63,Kreditkarte,1,Mitarbeiter 1,,
11a0888e-328c-4b9c-a29e-69205d9f98b2,INV-73847,15/11/2024,10:21:51,Completed,6,Imaginary Store,Nowhere St. 123,Outlet,-500,99,Unknown,00000,11.0,Mika Weber,mika.weber@gmx.de,Bronze,25,Bosch Skincare 1,Beauty,Skincare,Bosch,Health & Beauty,1,DW GmbH,1,142.59,142.59,0.0,False,142.59,0.19,27.09,Gutschein,9,Mitarbeiter 9,5.0,Promotion 5
92526488-cd96-4604-850e-50651f034b32,INV-87919,2024-10-25,12:46:23,Completed,4,Hofstatt München,Sendlinger Straße 10,City Center,15500,1,Altstadt-Lehel,80331,23.0,Klaus Schmidt,klaus.schmidt@outlook.com,,19,Nivea Furniture 1,Home,Furniture,Nivea,Home & Living,1,Deutsche Waren GmbH,3,50.64,50.64,0.0,False,151.92,0.19,28.86,BARGELD,5,Mitarbeiter 5,,
1a335a9a-7c8f-4563-a0b9-70135b031f49,INV-87214,2024-12-01,22:11:36,Returned,5,Fünf Höfe,Theatinerstraße 15,Luxury Mall,17500,1,Altstadt-Lehel,80331,5.0,Andrea Weber,andrea.weber55@gmx.de,Silber,3,Braun Laptops 1,Electronics,Laptops,Braun,Electronics,1,Deutsche Waren GmbH,4,90.57,90.57,0.0,False,362.28,0.19,68.83,EC-Karte,4,Mitarbeiter 4,4.0,Promotion 4
169242ab-142e-4e17-8e90-7212de31b1b0,INV-68643,2024-12-04,16:09:03,completed,6,Imaginary Store,Nowhere St. 123,Outlet,-500,99,Unknown,00000,,,,,45,Siemens Stationery 1,Miscellaneous,Stationery,Siemens,,1,Deutsche Waren GmbH,1,28.62,28.62,0.0,False,28.62,0.19,5.44,Mobile Zahlung,9,Mitarbeiter 9,4.0,Promotion 4
4753a09e-1d11-4c04-9855-41439910811a,INV-35650,2024-12-20,11:22:37,Completed,1,Olympia Einkaufszentrum,Hanauer Str. 68,Shopping Center,56000,10,Moosach,80992,21.0,Stefan Fischer,stefan.fischer@outlook.com,Gold,39,Nivea Confectionery 1,Food,Confectionery,Nivea,Food & Beverage,3,Global Imports Ltd.,1,205.92,205.92,0.0,False,205.92,0.19,39.12,Bargeld,6,Mitarbeiter 6,,
9a280e6d-b7ca-4f06-9c9a-d5a6ea0c5d66,INV-10947,2025-03-14,10:10:56,Completed,4,Hofstatt München,Sendlinger Straße 10,City Center,15500,1,Altstadt-Lehel,80331,22.0,Kai Müller,kai.müller@gmx.de,Silber,17,Hugo Boss Kitchen 1,Home,Kitchen,Hugo Boss,Home & Living,1,DW GmbH,3,182.4,219.76,0.17,,547.2,0.19,103.97,Mobile Zahlung,9,Mitarbeiter 9,,
e49d77a2-ddde-4694-8f36-fb446a5daeec,INV-52868,2025-01-22,05:56:32,Completed,4,Hofstatt München,Sendlinger Straße 10,City Center,15500,1,Altstadt-Lehel,80331,,,,,46,Lindt Stationery 2,Miscellaneous,Stationery,Lindt,,1,DW GmbH,2,96.24,120.3,0.2,True,192.48,0.19,36.57,GutSchein,7,Mitarbeiter 7,2.0,Promotion 2
a9ecfd2c-b9d9-49c7-aecf-3a67d41afd89,INV-50771,07/02/2025,05:59:45,COMPLETED,1,OEZ München,Hanauer Str. 68,shopping center,56000,10,Moosach,80992,,,,,42,Siemens Gifts 2,Miscellaneous,Gifts,Siemens,,3,Global Imports Ltd.,1,276.06,276.06,0.0,False,276.06,0.19,52.45,kreditkarte,9,Mitarbeiter 9,,
34609a8a-f8cc-4bc6-a9ba-8a53d07d42b5,INV-56249,2025-02-16,19:17:51,Completed,1,Olympia Einkaufszentrum,Hanauer Str. 68,shopping center,56000,10,Moosach,80992,9.0,Alex Müller,alex.müller@gmx.de,Silber,23,Rimowa Bedding 1,Home,Bedding,Rimowa,Home & Living,1,DW GmbH,2,33.22,33.22,0.0,False,66.44,0.19,12.62,Bargeld,8,Mitarbeiter 8,,
e0297d3d-f657-46fb-b85f-8546238c3f43,INV-95087,2025-03-16,11:57:51,Completed,5,Fünf Höfe,Theatinerstraße 15,Luxury Mall,17500,1,Altstadt-Lehel,80331,5.0,Andrea Weber,,Silber,43,Unilever Seasonal 1,Miscellaneous,Seasonal,Unilever,,3,Global Imports Ltd.,2,139.3,139.3,0.0,False,278.6,0.19,52.93,Bargeld,10,Mitarbeiter 10,,
aad97b81-9179-45c1-a2a9-ec40d7900b72,INV-73709,2024-12-28,14:27:21,Completed,2,Riem Arcaden,Willy-Brandt-Platz 5,Shopping Center,70000,5,Au-Haidhausen,81667,30.0,Kim Fischer,kim.fischer@gmx.de,Bronze,28,Copy of Braun Makeup 2,Beauty,Makeup,Braun,Health & Beauty,1,DW GmbH,4,69.03,69.03,0.0,False,276.12,0.19,52.46,Mobile Zahlung,7,Mitarbeiter 7,,
014ea0eb-76c1-4f4f-8b4d-ece3190da0e3,INV-46366,2024-12-06,08:56:50,Completed,1,Olympia Einkaufszentrum,Hanauer Str. 68,SHOPPING CENTER,56000,10,Moosach,80992,,,,,16,Adidas Footwear 2,Clothing,Footwear,Adidas,Fashion,1,Deutsche Waren GmbH,1,30.58,30.58,0.0,False,30.58,0.19,5.81,Bargeld,2,Mitarbeiter 2,2.0,Promotion 2
58625f98-1f5d-4491-83d8-a184517122a3,INV-37042,2025-01-20,22:34:57,Completed,4,Hofstatt München,Sendlinger Straße 10,City Center,15500,1,Altstadt-Lehel,80331,3.0,Klaus Müller,klaus.müller@web.de,Bronze,44,Bosch Seasonal 2,Miscellaneous,Seasonal,Bosch,Electronics,3,Global Imports Ltd.,2,137.55,137.55,0.0,False,275.1,0.19,52.27,Mobile Zahlung,7,Mitarbeiter 7,,
a5c9b899-dce4-4263-adc3-861209ed876b,INV-95941,2024-11-15,06:13:37,Completed,4,Hofstatt München,Sendlinger Straße 10,City Center,15500,1,Altstadt-Lehel,80331,30.0,Kim Fischer,kim.fischer@gmx.de,Bronze,41,L'Oréal Gifts 1,Miscellaneous,Gifts,L'Oréal,,1,DW GmbH,4,153.36,153.36,0.0,False,613.44,0.19,116.55,EC-Karte,7,Mitarbeiter 7,3.0,Promotion 3
5e0dd2b5-015c-409b-a34d-4beba2a3f97d,INV-50484,2025-03-28,11:56:54,Completed,1,Olympia Einkaufszentrum,Hanauer Str. 68,Shopping Center,56000,10,Moosach,80992,,Alex Müller,alex.müller@gmx.de,Silber,14,Unilever Children's 2,Clothing,Children's,Unilever,Fashion,2,EuroDistribution AG,1,183.34,232.08,0.21,True,183.34,0.19,34.83,EC-Karte,7,Mitarbeiter 7,,
dce5a486-21fb-4db1-8031-f14f50a73186,INV-54496,2025-03-01,14:33:38,Completed,1,OEZ München,Hanauer Str. 68,shopping center,56000,10,Moosach,80992,,Klaus Schmidt,klaus.schmidt@web.de,Silber,15,H&M Footwear 1,Clothing,Footwear,H&M,Fashion,1,DW GmbH,1,216.75,216.75,0.0,False,216.75,0.19,41.18,EC-Karte,9,Mitarbeiter 9,,
decb05bb-1002-4733-9b1c-d4496302b755,INV-35441,2025-01-19,13:09:41,Completed,6,Imaginary Store,Nowhere St. 123,OUTLET,-500,99,Unknown,00000,25.0,Robin Weber,robin.weber@web.de,Silber,19,Nivea Furniture 1,Home,Furniture,Nivea,Home & Living,1,Deutsche Waren GmbH,1,38.99,50.64,0.23,True,38.99,0.19,7.41,GUTSCHEIN,2,Mitarbeiter 2,,
b9c137a7-f462-4b28-90f8-e0ec69dc3eb3,INV-98236,2025-04-10,21:01:31,Completed,2,Riem Arcaden,Willy-Brandt-Platz 5,Shopping Center,70000,5,Au-Haidhausen,81667,35.0,Mika Weber,mika.weber#gmx.de,Bronze,3,Braun Laptops 1,Electronics,Laptops,Braun,Electronics,1,Deutsche Waren GmbH,1,63.4,90.57,0.3,True,63.4,0.19,12.05,Bargeld,5,Mitarbeiter 5,,
2c93cebf-c898-4877-af31-5da1df1168b9,INV-72056,2024-12-19,00:05:07,Completed,2,Riem Arcaden,Willy-Brandt-Platz 5,Shopping Center,70000,5,Au-Haidhausen,81667,13.0,Alex Fischer,alex.fischer@gmail.com,Bronze,45,Siemens Stationery 1,Miscellaneous,Stationery,Siemens,,1,Deutsche Waren GmbH,1,28.62,28.62,0.0,False,28.62,0.19,5.44,Bargeld,6,Mitarbeiter 6,,
9b97e137-0c4a-4aa9-9339-19671667ca5f,INV-26009,2025-02-26,18:13:03,Completed,4,Hofstatt München,Sendlinger Straße 10,City Center,15500,1,Altstadt-Lehel,80331,13.0,Alex Fischer,alex.fischer@gmail.com,Bronze,27,Rimowa Makeup 1,Beauty,Makeup,Rimowa,Health & Beauty,1,Deutsche Waren GmbH,1,96.81,96.81,0.0,False,96.81,0.19,18.39,Bargeld,8,Mitarbeiter 8,,
46c5334f-7320-41f4-bddc-f7521cc2eb07,INV-38469,2024-12-14,20:00:02,Completed,6,Imaginary Store,Nowhere St. 123,Outlet,-500,99,Unknown,00000,,,,,32,Copy of Nike Haircare 2,Beauty,Haircare,Nike,Home & Living,3,Global Imports Ltd.,3,191.23,265.6,0.28,,573.69,0.19,109.0,MOBILE ZAHLUNG,7,Mitarbeiter 7,,
6e4a868d-5b5e-4c10-8025-365ef621e3b1,INV-90677,2025-04-03,22:09:48,COMPLETED,3,Kaufingertor Passage,Kaufingerstraße 9,City Center,8500,1,Altstadt-Lehel,80331,,,,,39,Nivea Confectionery 1,Food,Confectionery,Nivea,Food & Beverage,3,Global Imports Ltd.,2,205.92,205.92,0.0,,411.84,0.19,78.25,Gutschein,1,Mitarbeiter 1,,
7d6dec7c-90c9-4c4f-b8d5-cdcf7cc351f3,INV-14047,2024-12-28,17:20:44,Returned,4,Hofstatt München,Sendlinger Straße 10,City Center,15500,1,Altstadt-Lehel,80331,17.0,Claudia Schneider,claudia.schneider40@gmx.de,Bronze,9,L'Oréal Men's 1,Clothing,Men's,L'Oréal,Fashion,1,DW GmbH,1,114.97,114.97,0.0,False,114.97,0.19,21.84,EC-Karte,2,Mitarbeiter 2,1.0,Promotion 1
75de53c4-1832-48cb-b969-6d2856719e39,INV-71889,2024-10-22,11:17:52,completed,3,Kaufingertor Passage,Kaufingerstraße 9,City Center,8500,1,Altstadt-Lehel,80331,3.0,Klaus Müller,klaus.müller@web.de,Bronze,20,Rimowa Furniture 2,Home,Furniture,Rimowa,Home & Living,1,DW GmbH,1,252.44,252.44,0.0,False,252.44,0.19,47.96,Kreditkarte,10,Mitarbeiter 10,,
65e6db73-400a-4541-ba45-97ec9eb49cce,INV-67109,2025-02-17,21:43:53,completed,5,Fünf Höfe,Theatinerstraße 15,Luxury Mall,17500,1,Altstadt-Lehel,80331,12.0,Stefan Schneider,,Bronze,15,Copy of H&M Footwear 1,Clothing,Footwear,H&M,Fashion,1,DW GmbH,2,216.75,216.75,0.0,False,433.5,0.19,82.36,KREDITKARTE,7,Mitarbeiter 7,,
b8bad91d-a5cc-499b-aef3-ecefe4dea3d0,INV-99184,2024-12-08,22:59:29,Canceled,5,Fünf Höfe,Theatinerstraße 15,Luxury Mall,17500,1,Altstadt-Lehel,80331,11.0,Mika Weber,mika.weber@gmx.de,Bronze,36,Rimowa Beverages 2,Food,Beverages,Rimowa,Food & Beverage,1,DW GmbH,1,194.54,209.18,0.07,True,194.54,0.19,36.96,EC-Karte,5,Mitarbeiter 5,,
90ee7e56-b460-40f8-a6ee-cbe65feb9864,INV-97510,2024-12-25,22:32:45,Completed,1,OEZ München,Hanauer Str. 68,Shopping Center,56000,10,Moosach,80992,,Kim Fischer,kim.fischer@gmx.de,Bronze,35,Birkenstock Beverages 1,Food,Beverages,Birkenstock,Food & Beverage,1,Deutsche Waren GmbH,2,123.77,136.01,0.09,True,247.54,0.19,47.03,Gutschein,5,Mitarbeiter 5,,
018898ac-324d-4963-9453-94f20e92f150,INV-72868,2025-03-04,03:37:25,Completed,4,Hofstatt München,Sendlinger Straße 10,City Center,15500,1,Altstadt-Lehel,80331,20.0,Petra Fischer,petra.fischer12@gmx.de,Silber,20,Rimowa Furniture 2,Home,Furniture,Rimowa,Home & Living,1,DW GmbH,4,232.24,252.44,0.08,True,928.96,0.19,176.5,kreditkarte,7,Mitarbeiter 7,,
28de0c20-d00c-4f4c-ae81-0fadb79db7b2,INV-84855,2024-12-01,09:20:05,COMPLETED,5,Fünf Höfe,Theatinerstraße 15,luxury mall,17500,1,Altstadt-Lehel,80331,26.0,Kai Fischer,kai.fischer@web.de,Bronze,32,Copy of Nike Haircare 2,Beauty,Haircare,Nike,Home & Living,3,Global Imports Ltd.,1,265.6,265.6,0.0,False,265.6,0.19,50.46,Bargeld,3,Mitarbeiter 3,,
3405e9eb-869a-41e7-8250-823ff46905bb,INV-38030,2025-03-13,19:36:48,Completed,1,Olympia Einkaufszentrum,Hanauer Str. 68,Shopping Center,56000,10,Moosach,80992,,,,,32,Copy of Nike Haircare 2,Beauty,Haircare,Nike,Home & Living,3,Global Imports Ltd.,1,265.6,265.6,0.0,False,265.6,0.19,50.46,Gutschein,10,Mitarbeiter 10,,
48ab434f-ac06-4787-b110-e46679907265,INV-76857,2025-02-19,10:01:16,Completed,3,Kaufingertor Passage,Kaufingerstraße 9,City Center,8500,1,Altstadt-Lehel,80331,,,,,14,Unilever Children's 2,Clothing,Children's,Unilever,Fashion,2,EuroDistribution AG,1,183.34,232.08,0.21,True,183.34,0.19,34.83,EC-KARTE,10,Mitarbeiter 10,,
4ba3ee23-6ad9-4176-b3e9-e9f6d665318a,INV-70372,2024-12-10,12:06:20,Returned,4,Hofstatt München,Sendlinger Straße 10,City Center,15500,1,Altstadt-Lehel,80331,35.0,Mika Weber,mika.weber#gmx.de,Bronze,20,Rimowa Furniture 2,Home,Furniture,Rimowa,Home & Living,1,DW GmbH,1,252.44,252.44,0.0,False,252.44,0.19,47.96,Kreditkarte,5,Mitarbeiter 5,,
2570acd5-fce2-40b7-ab66-fe7dd8d93341,INV-55994,2025-02-05,01:11:35,Completed,2,Riem Arcaden,Willy-Brandt-Platz 5,Shopping Center,70000,5,Au-Haidhausen,81667,26.0,Kai Fischer,kai.fischer@web.de,Bronze,11,Rimowa Women's 1,Clothing,Women's,Rimowa,Fashion,3,Global Imports Ltd.,2,202.69,227.74,0.11,True,405.38,0.19,77.02,Bargeld,7,Mitarbeiter 7,,
a6088173-b8a8-43df-a281-cedb592ca243,INV-78319,01-30-2025,06:41:05,completed,3,Kaufingertor Passage,Kaufingerstraße 9,City Center,8500,1,Altstadt-Lehel,80331,3.0,Klaus Müller,klaus.müller@web.de,Bronze,5,Samsung Accessories 1,Electronics,Accessories,Samsung,Electronics,1,Deutsche Waren GmbH,1,163.43,201.76,0.19,True,163.43,0.19,31.05,Kreditkarte,3,Mitarbeiter 3,5.0,Promotion 5
219e164b-117f-461a-a574-069a03316e9e,INV-31616,2024-11-19,15:02:45,Completed,2,Riem Arcaden,Willy-Brandt-Platz 5,Shopping Center,70000,5,Au-Haidhausen,81667,,,,,23,Rimowa Bedding 1,Home,Bedding,Rimowa,Home & Living,1,DW GmbH,3,33.22,33.22,0.0,False,99.66,0.19,18.94,gutschein,3,Mitarbeiter 3,1.0,Promotion 1
0e917723-4bb4-4461-a1f1-ba1cb610ed9c,INV-17912,2025-03-08,12:22:53,Completed,4,Hofstatt München,Sendlinger Straße 10,City Center,15500,1,Altstadt-Lehel,80331,29.0,Alex Schneider,alex.schneider19@web.de,Silber,3,Braun Laptops 1,Electronics,Laptops,Braun,Electronics,1,Deutsche Waren GmbH,2,90.57,90.57,0.0,False,181.14,0.19,27.3,gutschein,7,Mitarbeiter 7,,
a0a906ba-ee7d-43e0-be84-50fe40feb326,INV-34759,2025-02-10,04:50:08,Completed,4,Hofstatt München,Sendlinger Straße 10,City Center,15500,1,Altstadt-Lehel,80331,19.0,Birgit Fischer,birgit.fischer@outlook.com,Silber,38,Miele Bakery 2,Food,Bakery,Miele,Food & Beverage,1,Deutsche Waren GmbH,2,206.41,206.41,0.0,False,412.82,0.19,78.44,EC-Karte,6,Mitarbeiter 6,,
30a06575-4df4-4194-bb77-feafe1a53ed7,INV-34048,2025-02-14,01:03:59,Completed,2,Riem Arcaden,Willy-Brandt-Platz 5,Shopping Center,70000,5,Au-Haidhausen,81667,17.0,Claudia Schneider,claudia.schneider40@gmx.de,Bronze,25,Bosch Skincare 1,Beauty,Skincare,Bosch,Health & Beauty,1,DW GmbH,1,118.35,142.59,0.17,True,118.35,0.19,22.49,EC-Karte,5,Mitarbeiter 5,,
2a4483a2-0d1e-4318-9f38-fef59006ebc1,INV-30202,2025-03-07,04:37:51,Completed,6,Imaginary Store,Nowhere St. 123,Outlet,-500,99,Unknown,00000,12.0,Stefan Schneider,stefan.schneider@gmx.de,Bronze,2,Adidas Smartphones 2,Electronics,Smartphones,Adidas,Electronics,1,DW GmbH,3,172.75,172.75,0.0,False,518.25,0.19,98.47,Gutschein,6,Mitarbeiter 6,,
964e0790-2b4e-4c5f-921e-d2e00dc33166,INV-83275,2024-12-18,22:50:09,Completed,3,Kaufingertor Passage,Kaufingerstraße 9,City Center,8500,1,Altstadt-Lehel,80331,,,,,14,Unilever Children's 2,Clothing,Children's,Unilever,Fashion,2,EuroDistribution AG,2,162.46,232.08,0.3,True,324.92,0.19,61.73,Gutschein,9,Mitarbeiter 9,,
1aeb0556-cb54-4c38-a54c-4f4305bd63b6,INV-96539,2025-01-12,19:12:58,Completed,5,Fünf Höfe,Theatinerstraße 15,Luxury Mall,17500,1,Altstadt-Lehel,80331,2.0,Kim Fischer,kim.fischer54@gmx.de,Bronze,26,Hugo Boss Skincare 2,Beauty,Skincare,Hugo Boss,Health & Beauty,3,Global Imports Ltd.,2,280.64,280.64,0.0,False,561.28,0.19,106.64,Bargeld,1,Mitarbeiter 1,,
7eb64d99-3a7b-41a4-8188-08b21d74a80f,INV-10610,2024-11-28,15:31:50,completed,6,Imaginary Store,Nowhere St. 123,Outlet,-500,99,Unknown,00000,15.0,Klaus Schmidt,klaus.schmidt@web.de,Silber,42,Siemens Gifts 2,Miscellaneous,Gifts,Siemens,,3,Global Imports Ltd.,1,198.76,276.06,0.28,True,198.76,0.19,37.76,BARGELD,10,Mitarbeiter 10,,
58cb5cff-2eee-4343-a20b-e32d43540205,INV-48785,2024-11-23,15:27:47,Completed,4,Hofstatt München,Sendlinger Straße 10,City Center,15500,1,Altstadt-Lehel,80331,35.0,Mika Weber,mika.weber#gmx.de,Bronze,6,Siemens Accessories 2,Electronics,Accessories,Siemens,Electronics,2,EuroDistribution AG,1,204.34,204.34,0.0,False,204.34,0.19,38.82,Bargeld,3,Mitarbeiter 3,,
cf3d1d88-2116-41fd-a6bd-b5476f3549a8,INV-62505,2024-10-21,17:59:42,Completed,1,Olympia Einkaufszentrum,Hanauer Str. 68,Shopping Center,56000,10,Moosach,80992,33.0,Alex Weber,alex.weber#gmail.com,Platin,7,Unilever Audio 1,Electronics,Audio,Unilever,Electronics,1,Deutsche Waren GmbH,1,73.68,73.68,0.0,False,73.68,0.19,14.0,Gutschein,2,Mitarbeiter 2,,
W9UQXDDL9U,INV-71245,2024-11-03,10:56:55,Completed,1,OEZ München,Hanauer Str. 68,Shopping Center,56000,10,Moosach,80992,3.0,Klaus Müller,klaus.müller@web.de,Bronze,41,L'Oréal Gifts 1,Miscellaneous,Gifts,L'Oréal,,1,DW GmbH,1,145.69,153.36,0.05,True,145.69,0.19,27.68,EC-Karte,9,Mitarbeiter 9,,
83dff4ee-eb39-4c31-9766-90fb884e14bd,INV-41005,2025-03-14,08:01:02,Completed,3,Kaufingertor Passage,Kaufingerstraße 9,City Center,8500,1,Altstadt-Lehel,80331,22.0,Kai Müller,kai.müller@gmx.de,Silber,16,Adidas Footwear 2,Clothing,Footwear,Adidas,Fashion,1,Deutsche Waren GmbH,2,30.58,30.58,0.0,,61.16,0.19,11.62,Mobile Zahlung,8,Mitarbeiter 8,3.0,Promotion 3
967e4e9d-7933-4902-a5b0-ce74cb716d83,INV-51223,2024-10-30,19:29:30,Completed,4,Hofstatt München,Sendlinger Straße 10,City Center,15500,1,Altstadt-Lehel,80331,,,,,24,Miele Bedding 2,Home,Bedding,Miele,Home & Living,2,EuroDistribution AG,1,200.63,200.63,0.0,False,200.63,0.19,38.12,Gutschein,8,Mitarbeiter 8,,
b3def157-21fa-4c75-a21f-44234bf3ea73,INV-16976,2024-11-19,13:05:06,Completed,3,Kaufingertor Passage,Kaufingerstraße 9,CITY CENTER,8500,1,Altstadt-Lehel,80331,8.0,Robin Schneider,robin.schneider25@gmail.com,Silber,6,Siemens Accessories 2,Electronics,Accessories,Siemens,Electronics,2,EuroDistribution AG,1,204.34,204.34,0.0,False,204.34,0.19,38.82,Bargeld,2,Mitarbeiter 2,,
4b68f224-b70d-4b3c-ab19-0488ffdbde8e,INV-34748,2024-10-28,12:30:55,Completed,4,Hofstatt München,Sendlinger Straße 10,City Center,15500,1,Altstadt-Lehel,80331,,,,,30,Nike Fragrance 2,Beauty,Fragrance,Nike,Health & Beauty,2,EuroDistribution AG,1,168.21,168.21,0.0,False,168.21,0.19,31.96,GutSchein,5,Mitarbeiter 5,,
03b926d5-1b54-4173-b033-1e6e0a179377,INV-35306,2024-11-13,22:16:16,Completed,3,Kaufingertor Passage,Kaufingerstraße 9,City Center,8500,1,Altstadt-Lehel,80331,,,,,35,Birkenstock Beverages 1,Food,Beverages,Birkenstock,Food & Beverage,1,Deutsche Waren GmbH,1,-131.93,136.01,1.97,False,-131.93,0.19,-25.07,Ec-Karte,6,Mitarbeiter 6,,
4d3f7176-7912-42b2-9edf-77bd37ad95f1,INV-10196,2024-11-14,22:40:59,Completed,3,Kaufingertor Passage,Kaufingerstraße 9,City Center,8500,1,Altstadt-Lehel,80331,4.0,Mika Weber,mika.weber4@gmx.de,Silber,12,Nike Women's 2,Clothing,Women's,Nike,Fashion,2,EuroDistribution AG,1,157.22,157.22,0.0,False,157.22,0.19,29.87,Mobile Zahlung,3,Mitarbeiter 3,,
0c721698-5672-4899-a107-5d24066f806f,INV-46259,2024-11-09,15:56:20,Completed,6,Imaginary Store,Nowhere St. 123,Outlet,-500,99,Unknown,00000,16.0,Alex Schmidt,alex.schmidt30@gmx.de,Silber,45,Siemens Stationery 1,Miscellaneous,Stationery,Siemens,,1,Deutsche Waren GmbH,1,28.62,28.62,0.0,,28.62,0.19,5.44,EC-Karte,5,Mitarbeiter 5,,
4bea9310-97b9-4ab1-bd44-4511329e35e1,INV-69078,2025-03-20,03:58:01,Completed,1,Olympia Einkaufszentrum,Hanauer Str. 68,SHOPPING CENTER,56000,10,Moosach,80992,2.0,Kim Fischer,kim.fischer54@gmx.de,Bronze,45,Siemens Stationery 1,Miscellaneous,Stationery,Siemens,,1,Deutsche Waren GmbH,1,28.62,28.62,0.0,False,28.62,0.19,5.44,EC-Karte,5,Mitarbeiter 5,2.0,Promotion 2
150867d6-5a22-499e-990a-19194a7a1964,INV-55379,2024-12-20,22:59:37,Completed,1,OEZ München,Hanauer Str. 68,Shopping Center,56000,10,Moosach,80992,,,,,40,Siemens Confectionery 2,Food,Confectionery,Siemens,Food & Beverage,1,DW GmbH,3,243.89,243.89,0.0,False,731.67,0.19,139.02,Kreditkarte,8,Mitarbeiter 8,,
WVTPR2FJLL,INV-29560,2024-12-24,23:09:54,Completed,1,OEZ München,Hanauer Str. 68,SHOPPING CENTER,56000,10,Moosach,80992,,Kai Weber,kai.weber88@gmx.de,Gold,2,Adidas Smartphones 2,Electronics,Smartphones,Adidas,Electronics,1,DW GmbH,3,172.75,172.75,0.0,False,518.25,0.19,98.47,kreditkarte,1,Mitarbeiter 1,,
865a2672-707f-4fa3-8dc1-0e482381bea1,INV-43953,2025-01-20,09:20:48,Completed,4,Hofstatt München,Sendlinger Straße 10,City Center,15500,1,Altstadt-Lehel,80331,,Andreas Weber,andreas.weber@outlook.com,,32,Copy of Nike Haircare 2,Beauty,Haircare,Nike,Home & Living,3,Global Imports Ltd.,4,265.6,265.6,0.0,False,1062.4,0.19,201.86,ec-karte,8,Mitarbeiter 8,3.0,Promotion 3
4bafb92f-cac4-4273-8944-903eaebeeda2,INV-26633,2024-12-23,08:54:11,Completed,1,Olympia Einkaufszentrum,Hanauer Str. 68,Shopping Center,56000,10,Moosach,80992,34.0,Andrea Weber,andrea.weber55@gmx.de,Silber,42,Siemens Gifts 2,Miscellaneous,Gifts,Siemens,,3,Global Imports Ltd.,2,276.06,276.06,0.0,False,552.12,0.19,104.9,EC-Karte,3,Mitarbeiter 3,2.0,Promotion 2
